Primary Date,trans ID,from team,to team
20030111,63487,MIA,DET
20030111,63487,MIA,DET
20030111,63487,DET,MIA
20030111,63487,DET,MIA
20030115,63488,CHA,NYA
20030115,63488,CHA,NYA
20030115,63488,NYA,CHA
20030115,63489,CHA,WAS
20030115,63489,CHA,WAS
20030115,63489,CHA,WAS
20030115,63489,CHA,WAS
20030115,63489,WAS,CHA
20030115,63489,WAS,CHA
20030125,63490,HOU,LAN
20030125,63490,LAN,HOU
20030127,63491,LAN,COL
20030127,63491,COL,LAN
20030127,63492,OAK,TOR
20030306,63493,KCA,CIN
20030306,63493,KCA,CIN
20030306,63493,CIN,KCA
20030306,63493,CIN,KCA
20030318,63494,BOS,COL
20030319,63495,SDN,NYA
20030319,63495,SDN,NYA
20030319,63495,SDN,NYA
20030319,63495,NYA,SDN
20030321,63496,COL,BAL
20030321,63496,BAL,COL
20030324,63497,TBA,MIL
20030324,63497,MIL,TBA
20030324,63498,SFN,WAS
20030324,63498,SFN,WAS
20030324,63498,SFN,WAS
20030324,63498,WAS,SFN
20030325,63499,ATL,DET
20030325,63499,DET,ATL
20030325,63500,CLE,PHI
20030327,63501,COL,CHA
20030327,63501,CHA,COL
20030327,63502,TEX,KCA
20030327,63502,KCA,TEX
20030329,63494,COL,BOS
20030329,63500,PHI,CLE
20030430,63498,WAS,SFN
20030503,63503,SFN,WAS
20030503,63503,WAS,SFN
20030509,83618,CHN,TEX
20030509,83618,TEX,CHN
20030519,63504,SFN,PHI
20030519,63504,PHI,SFN
20030525,63505,CLE,KCA
20030525,63505,KCA,CLE
20030527,63506,TEX,SLN
20030527,63506,SLN,TEX
20030527,63507,MIL,DET
20030527,63507,DET,MIL
20030527,63507,DET,MIL
20030529,63508,BOS,ARI
20030529,63508,ARI,BOS
20030529,63509,CHN,ARI
20030529,63509,ARI,CHN
20030605,84218,TEX,CHN
20030605,84218,CHN,TEX
20030606,63510,TEX,NYA
20030606,63510,NYA,TEX
20030606,63511,BOS,SEA
20030606,63511,SEA,BOS
20030620,63512,CHN,COL
20030620,63512,COL,CHN
20030622,63513,BOS,CLE
20030622,63513,CLE,BOS
20030623,63492,TOR,OAK
20030626,63514,SLN,WAS
20030626,63514,WAS,SLN
20030701,63515,NYN,CHA
20030701,63515,NYN,CHA
20030701,63515,CHA,NYN
20030701,63515,CHA,NYN
20030701,63515,CHA,NYN
20030701,63516,TEX,CHA
20030706,63517,LAN,KCA
20030706,63517,KCA,LAN
20030706,63517,KCA,LAN
20030706,63518,CHA,CIN
20030706,63518,CIN,CHA
20030708,63519,PIT,TOR
20030708,63519,TOR,PIT
20030709,63520,CLE,PHI
20030709,63520,PHI,CLE
20030710,63521,MIL,KCA
20030710,63521,KCA,MIL
20030710,63521,KCA,MIL
20030711,63522,TEX,MIA
20030711,63522,MIA,TEX
20030711,63522,MIA,TEX
20030711,63522,MIA,TEX
20030713,63523,DET,COL
20030713,63523,COL,DET
20030713,63524,SFN,SDN
20030713,63524,SFN,SDN
20030713,63524,SDN,SFN
20030714,63525,NYN,LAN
20030714,63525,NYN,LAN
20030714,63525,LAN,NYN
20030714,63525,LAN,NYN
20030714,63525,LAN,NYN
20030716,63526,MIN,TOR
20030716,63526,TOR,MIN
20030716,63527,NYA,NYN
20030716,63527,NYA,NYN
20030716,63527,NYA,NYN
20030716,63527,NYN,NYA
20030718,63528,ARI,COL
20030718,63528,COL,ARI
20030718,63529,TEX,CLE
20030718,63529,CLE,TEX
20030718,63529,CLE,TEX
20030721,63530,PIT,PHI
20030721,63530,PIT,PHI
20030721,63530,PHI,PIT
20030722,63531,PIT,BOS
20030722,63531,PIT,BOS
20030722,63531,BOS,PIT
20030722,63531,BOS,PIT
20030723,63532,PIT,CHN
20030723,63532,PIT,CHN
20030723,63532,PIT,CHN
20030723,63532,CHN,PIT
20030723,63532,CHN,PIT
20030725,63516,CHA,TEX
20030725,63516,CHA,TEX
20030725,63516,CHA,TEX
20030728,63533,KCA,NYN
20030728,63533,NYN,KCA
20030729,63534,NYN,SEA
20030729,63534,NYN,SEA
20030729,63534,SEA,NYN
20030729,63535,NYA,ARI
20030729,63535,NYA,ARI
20030729,63535,ARI,NYA
20030729,63535,ARI,NYA
20030729,63535,ARI,NYA
20030730,63536,CHN,TEX
20030730,63536,CHN,TEX
20030730,63536,TEX,CHN
20030730,63537,ANA,CHA
20030730,63537,ANA,CHA
20030730,63537,CHA,ANA
20030730,63537,CHA,ANA
20030730,63537,CHA,ANA
20030730,63538,CIN,OAK
20030730,63538,OAK,CIN
20030730,63538,OAK,CIN
20030730,63538,OAK,CIN
20030730,63539,CIN,BOS
20030730,63539,BOS,CIN
20030731,63540,SFN,BAL
20030731,63540,SFN,BAL
20030731,63540,SFN,BAL
20030731,63540,BAL,SFN
20030731,63541,NYA,CIN
20030731,63541,NYA,CIN
20030731,63541,NYA,CIN
20030731,63541,CIN,NYA
20030731,63542,NYA,LAN
20030731,63542,LAN,NYA
20030731,63542,LAN,NYA
20030731,63543,BOS,PIT
20030731,63543,BOS,PIT
20030731,63543,BOS,PIT
20030731,63543,PIT,BOS
20030731,63543,PIT,BOS
20030731,63543,PIT,BOS
20030806,63544,NYA,SEA
20030806,63544,SEA,NYA
20030808,63545,ARI,KCA
20030808,63545,KCA,ARI
20030812,63546,CIN,ATL
20030814,63546,ATL,CIN
20030815,63532,CHN,PIT
20030817,63539,BOS,CIN
20030817,63547,PIT,CHN
20030817,63547,CHN,PIT
20030819,63548,COL,CHN
20030819,63548,CHN,COL
20030819,63549,MIL,SFN
20030819,63549,SFN,MIL
20030821,63550,CHA,CIN
20030821,63550,CHA,CIN
20030821,63550,CIN,CHA
20030822,63551,NYA,SLN
20030822,63551,SLN,NYA
20030822,63551,SLN,NYA
20030825,63552,CHN,CIN
20030825,63552,CIN,CHN
20030825,63553,KCA,CLE
20030825,63553,KCA,CLE
20030825,63553,KCA,CLE
20030825,63553,CLE,KCA
20030826,63554,SDN,PIT
20030826,63554,SDN,PIT
20030826,63554,PIT,SDN
20030826,63555,SDN,KCA
20030826,63555,KCA,SDN
20030826,63555,KCA,SDN
20030827,63556,MIL,SLN
20030828,63557,SDN,BOS
20030828,63557,BOS,SDN
20030831,63558,BAL,MIA
20030831,63558,MIA,BAL
20030831,63558,MIA,BAL
20030831,63559,NYA,MIN
20030831,63560,CIN,PHI
20030831,63560,PHI,CIN
20030902,63559,MIN,NYA
20030906,63561,LAN,CLE
20030906,63561,CLE,LAN
20030909,63562,MIN,SDN
20030909,63562,SDN,MIN
20030910,63556,SLN,MIL
20030910,63556,SLN,MIL
20031002,63554,SDN,PIT
20031103,63563,HOU,PHI
20031103,63563,PHI,HOU
20031103,63563,PHI,HOU
20031103,63563,PHI,HOU
20031106,63553,CLE,KCA
20031114,63564,MIN,SFN
20031114,63564,MIN,SFN
20031114,63564,SFN,MIN
20031114,63564,SFN,MIN
20031114,63564,SFN,MIN
20031118,63565,OAK,TOR
20031118,63565,TOR,OAK
20031121,63566,SLN,TBA
20031121,63566,TBA,SLN
20031125,63567,MIA,CHN
20031125,63567,CHN,MIA
20031125,63567,CHN,MIA
20031126,63568,OAK,SDN
20031126,63568,OAK,SDN
20031126,63568,SDN,OAK
20031128,63569,BOS,ARI
20031128,63569,BOS,ARI
20031128,63569,BOS,ARI
20031128,63569,BOS,ARI
20031128,63569,ARI,BOS
20031201,63570,ARI,MIL
20031201,63570,ARI,MIL
20031201,63570,ARI,MIL
20031201,63570,ARI,MIL
20031201,63570,ARI,MIL
20031201,63570,ARI,MIL
20031201,63570,MIL,ARI
20031201,63570,MIL,ARI
20031202,63571,COL,CHA
20031202,63571,CHA,COL
20031203,63572,MIN,PHI
20031203,63572,PHI,MIN
20031203,63572,PHI,MIN
20031213,63573,MIA,LAN
20031213,63573,LAN,MIA
20031213,63574,NYA,LAN
20031213,63574,NYA,LAN
20031213,63574,NYA,LAN
20031213,63574,NYA,LAN
20031213,63574,LAN,NYA
20031213,63575,SLN,ATL
20031213,63575,SLN,ATL
20031213,63575,ATL,SLN
20031213,63575,ATL,SLN
20031213,63575,ATL,SLN
20031214,63576,TBA,COL
20031214,63576,COL,TOR
20031214,63576,TOR,TBA
20031214,63577,HOU,TBA
20031214,63577,TBA,HOU
20031215,63526,TOR,MIN
20031215,63570,MIL,ARI
20031215,63576,TOR,COL
20031215,63578,COL,SEA
20031215,63578,SEA,COL
20031215,63579,SEA,ARI
20031215,63579,SEA,ARI
20031215,63579,ARI,SEA
20031215,63580,KCA,SDN
20031215,63580,KCA,SDN
20031215,63580,SDN,KCA
20031215,63581,MIN,SFN
20031215,63582,WAS,OAK
20031215,63583,CHN,OAK
20031215,63583,CHN,OAK
20031215,63583,OAK,CHN
20031216,63566,TBA,SLN
20031216,63584,WAS,NYA
20031216,63584,NYA,WAS
20031216,63584,NYA,WAS
20031216,63584,NYA,WAS
20031216,63585,MIA,OAK
20031216,63585,OAK,MIA
20031217,63572,PHI,MIN
20031217,63581,SFN,MIN
20031218,63586,NYA,OAK
20031218,63586,NYA,OAK
20031218,63586,OAK,NYA
20031218,63586,OAK,NYA
20031219,63582,OAK,WAS
20031219,63587,WAS,CHN
20031219,63587,CHN,WAS
20031223,63585,OAK,MIA
20040105,63588,CLE,WAS
20040105,63588,CLE,WAS
20040105,63588,WAS,CLE
20040106,63589,SEA,SDN
20040106,63589,SEA,SDN
20040106,63589,SEA,SDN
20040106,63589,SDN,SEA
20040106,63589,SDN,SEA
20040106,63589,SDN,SEA
20040106,63589,SDN,SEA
20040108,63590,SEA,DET
20040108,63590,DET,SEA
20040108,63590,DET,SEA
20040126,63591,NYN,KCA
20040126,63591,KCA,NYN
20040205,63592,TEX,NYA
20040205,63592,NYA,TEX
20040216,63593,TEX,NYA
20040216,63593,TEX,NYA
20040216,63593,NYA,TEX
20040321,63594,BOS,SLN
20040321,63594,SLN,BOS
20040325,63595,ATL,CHN
20040325,63595,ATL,CHN
20040325,63595,CHN,ATL
20040325,63595,CHN,ATL
20040325,63596,NYA,HOU
20040325,63596,HOU,NYA
20040326,63597,ATL,CIN
20040326,63597,ATL,CIN
20040326,63597,CIN,ATL
20040327,63598,WAS,ARI
20040327,63598,ARI,WAS
20040327,63599,CHA,NYN
20040327,63599,NYN,CHA
20040329,88361,MIL,WAS
20040329,63600,SLN,SDN
20040329,63600,SDN,SLN
20040329,63601,LAN,TOR
20040329,63601,TOR,LAN
20040330,63602,SFN,MIL
20040330,63602,SFN,MIL
20040330,63602,MIL,SFN
20040330,63602,MIL,SFN
20040331,63603,HOU,CLE
20040331,63603,CLE,HOU
20040401,63604,LAN,DET
20040401,63604,DET,LAN
20040401,63605,SDN,PHI
20040403,63606,TBA,LAN
20040403,63606,LAN,TBA
20040403,63607,SDN,MIA
20040403,63607,MIA,SDN
20040403,63608,SEA,LAN
20040403,63608,SEA,LAN
20040403,63608,LAN,SEA
20040403,63609,CLE,LAN
20040403,63609,LAN,CLE
20040403,63610,WAS,TEX
20040403,63610,WAS,TEX
20040403,63610,TEX,WAS
20040403,63610,TEX,WAS
20040404,63611,SLN,NYN
20040404,63611,NYN,SLN
20040408,63612,KCA,COL
20040408,63612,KCA,COL
20040408,63612,KCA,COL
20040408,63612,COL,KCA
20040408,63613,MIA,SDN
20040408,63613,SDN,MIA
20040413,63614,LAN,SEA
20040413,63614,SEA,LAN
20040417,63615,OAK,HOU
20040417,63615,HOU,OAK
20040423,63593,NYA,TEX
20040425,63616,LAN,CLE
20040425,63616,CLE,LAN
20040425,63617,ATL,CLE
20040425,63617,CLE,ATL
20040429,63618,DET,CHN
20040429,63618,CHN,DET
20040500,88361,WAS,MIL
20040507,63619,SLN,WAS
20040507,63619,WAS,SLN
20040515,63620,LAN,NYA
20040515,63620,NYA,LAN
20040519,63609,LAN,CLE
20040531,63621,CHN,KCA
20040531,63621,KCA,CHN
20040603,63622,CLE,PHI
20040607,63623,WAS,MIL
20040607,63623,WAS,MIL
20040607,63623,MIL,WAS
20040607,63623,MIL,WAS
20040616,63624,WAS,TOR
20040616,63624,TOR,WAS
20040617,63622,PHI,CLE
20040617,63625,MIA,CHA
20040617,63625,MIA,CHA
20040617,63625,CHA,MIA
20040617,63626,NYN,HOU
20040617,63626,NYN,HOU
20040617,63626,HOU,NYN
20040618,63627,CIN,NYA
20040618,63627,CIN,NYA
20040618,63627,NYA,CIN
20040621,63628,BAL,KCA
20040621,63628,KCA,BAL
20040624,63629,HOU,KCA
20040624,63629,HOU,KCA
20040624,63629,OAK,KCA
20040624,63629,OAK,KCA
20040624,63629,KCA,HOU
20040624,63629,HOU,OAK
20040627,63630,CHA,SEA
20040627,63630,CHA,SEA
20040627,63630,CHA,SEA
20040627,63630,SEA,CHA
20040627,63630,SEA,CHA
20040702,63631,CHN,BOS
20040702,63631,BOS,CHN
20040718,63632,WAS,CHA
20040718,63632,CHA,WAS
20040718,63632,CHA,WAS
20040719,63633,NYN,BAL
20040719,63633,BAL,NYN
20040723,63634,KCA,WAS
20040723,63634,WAS,KCA
20040724,63635,TOR,BOS
20040724,63635,BOS,TOR
20040730,63636,KCA,NYN
20040730,63636,NYN,KCA
20040730,63637,PHI,SFN
20040730,63637,PHI,SFN
20040730,63637,SFN,PHI
20040730,63638,SEA,SDN
20040730,63638,SDN,SEA
20040730,63639,PHI,CIN
20040730,63639,PHI,CIN
20040730,63639,CIN,PHI
20040730,63639,CIN,PHI
20040730,63640,LAN,MIA
20040730,63640,LAN,MIA
20040730,63640,LAN,MIA
20040730,63640,MIA,LAN
20040730,63640,MIA,LAN
20040730,63640,MIA,LAN
20040730,63641,TBA,NYN
20040730,63641,TBA,NYN
20040730,63641,NYN,TBA
20040730,63641,NYN,TBA
20040730,63642,NYN,PIT
20040730,63642,NYN,PIT
20040730,63642,NYN,PIT
20040730,63642,PIT,NYN
20040730,63642,PIT,NYN
20040731,63643,NYA,CHA
20040731,63643,NYA,CHA
20040731,63643,CHA,NYA
20040731,63644,LAN,ATL
20040731,63644,ATL,LAN
20040731,63645,MIA,KCA
20040731,63645,KCA,MIA
20040731,63646,LAN,BOS
20040731,63646,BOS,LAN
20040731,63647,SDN,MIA
20040731,63647,MIA,SDN
20040731,63648,NYN,TEX
20040731,63649,ARI,LAN
20040731,63649,ARI,LAN
20040731,63649,LAN,ARI
20040731,63649,LAN,ARI
20040731,63649,LAN,ARI
20040731,63650,BOS,CHN
20040731,63650,BOS,CHN
20040731,63650,CHN,WAS
20040731,63650,CHN,WAS
20040731,63650,CHN,WAS
20040731,63650,WAS,BOS
20040731,63650,MIN,BOS
20040731,63650,CHN,MIN
20040802,63605,PHI,SDN
20040803,63651,CLE,WAS
20040803,63651,WAS,CLE
20040804,63652,CLE,TOR
20040804,63652,TOR,CLE
20040805,63653,ARI,CHA
20040806,63654,COL,SLN
20040806,63654,SLN,COL
20040809,63655,CIN,PHI
20040809,63655,PHI,CIN
20040809,63655,PHI,CIN
20040810,63656,KCA,LAN
20040810,63656,LAN,KCA
20040811,63654,SLN,COL
20040811,63654,SLN,COL
20040811,63655,PHI,CIN
20040813,63618,DET,CHN
20040817,63657,NYN,LAN
20040817,63657,LAN,NYN
20040819,63658,ARI,LAN
20040819,63658,LAN,ARI
20040827,63659,NYN,HOU
20040827,63659,HOU,NYN
20040831,63660,SEA,MIN
20040831,63660,MIN,SEA
20040831,63661,CHN,MIL
20040831,63661,MIL,CHN
20040902,63662,MIL,SFN
20040902,63662,SFN,MIL
20040903,63661,CHN,MIL
20040917,63648,TEX,NYN
20041108,63663,SDN,KCA
20041108,63663,SDN,KCA
20041108,63663,SDN,KCA
20041108,63663,KCA,SDN
20041108,63663,KCA,SDN
20041119,63664,WAS,ANA
20041119,63664,WAS,ANA
20041119,63664,ANA,WAS
20041119,63665,SEA,SDN
20041119,63665,SDN,SEA
20041124,63666,PIT,WAS
20041124,63666,WAS,PIT
20041127,63667,PIT,OAK
20041127,63667,PIT,OAK
20041127,63667,OAK,PIT
20041127,63667,OAK,PIT
20041127,63667,OAK,PIT
20041202,63668,CLE,TOR
20041203,63669,NYN,NYA
20041203,63669,NYA,NYN
20041203,63670,PHI,NYA
20041203,63670,NYA,PHI
20041211,63671,PIT,CLE
20041211,63671,CLE,PIT
20041211,63672,MIL,ATL
20041211,63672,ATL,MIL
20041212,63673,TBA,TOR
20041212,63673,TOR,TBA
20041213,63674,MIL,CHA
20041213,63674,MIL,CHA
20041213,63674,CHA,MIL
20041214,63668,TOR,CLE
20041214,63672,ATL,MIL
20041214,63675,CIN,ANA
20041214,63675,ANA,CIN
20041216,63676,MIL,OAK
20041216,63676,OAK,MIL
20041216,63676,OAK,MIL
20041216,63677,KCA,PIT
20041216,63677,KCA,PIT
20041216,63677,PIT,KCA
20041216,63678,ATL,KCA
20041216,63678,ATL,KCA
20041216,63678,KCA,ATL
20041216,63679,ATL,OAK
20041216,63679,ATL,OAK
20041216,63679,ATL,OAK
20041216,63679,OAK,ATL
20041218,63680,SLN,OAK
20041218,63680,SLN,OAK
20041218,63680,SLN,OAK
20041218,63680,OAK,SLN
20041220,63681,SDN,BOS
20041220,63681,SDN,BOS
20041220,63681,SDN,BOS
20041220,63681,SDN,BOS
20041220,63681,BOS,SDN
20041220,63682,COL,SEA
20041220,63682,SEA,COL
20050105,63683,NYN,DET
20050105,63683,DET,NYN
20050110,63674,MIL,CHA
20050111,63684,NYA,ARI
20050111,63684,NYA,ARI
20050111,63684,NYA,ARI
20050111,63684,NYA,ARI
20050111,63684,ARI,NYA
20050111,63685,LAN,ARI
20050111,63685,ARI,LAN
20050111,63685,ARI,LAN
20050111,63685,ARI,LAN
20050111,63685,ARI,LAN
20050112,63686,TOR,ARI
20050112,63686,ARI,TOR
20050127,63687,BOS,NYN
20050127,63687,BOS,NYN
20050127,63687,NYN,BOS
20050202,63688,CHN,BAL
20050202,63688,CHN,BAL
20050202,63688,BAL,CHN
20050202,63688,BAL,CHN
20050202,63688,BAL,CHN
20050206,63689,TBA,ARI
20050206,63689,TBA,ARI
20050206,63689,ARI,TBA
20050209,63690,DET,CHN
20050209,63690,DET,CHN
20050209,63690,DET,CHN
20050209,63690,CHN,DET
20050213,63691,WAS,CHA
20050213,63691,CHA,WAS
20050215,63692,WAS,BOS
20050218,63653,CHA,ARI
20050320,63693,LAN,NYN
20050320,63693,NYN,LAN
20050322,63694,BOS,SDN
20050322,63694,SDN,BOS
20050322,63695,TOR,WAS
20050322,63695,WAS,TOR
20050326,63696,MIL,CHN
20050326,63696,CHN,MIL
20050328,63692,BOS,WAS
20050328,63697,HOU,SDN
20050328,63697,HOU,SDN
20050328,63697,SDN,HOU
20050329,63698,BOS,SLN
20050329,63698,BOS,SLN
20050329,63698,SLN,BOS
20050329,63699,ANA,NYA
20050329,63699,NYA,ANA
20050329,63700,CLE,CHN
20050329,63700,CHN,CLE
20050330,63701,BAL,TEX
20050330,63701,TEX,BAL
20050330,63702,BOS,COL
20050330,63702,BOS,COL
20050330,63702,COL,BOS
20050330,63702,COL,BOS
20050331,63703,TBA,ATL
20050331,63703,ATL,TBA
20050402,63704,DET,NYN
20050402,63704,NYN,DET
20050408,63705,TBA,COL
20050408,63705,COL,TBA
20050409,63706,CIN,COL
20050409,63706,COL,CIN
20050514,63707,PHI,WAS
20050514,63707,WAS,PHI
20050517,63708,ANA,OAK
20050517,63708,OAK,ANA
20050528,63709,CHN,SFN
20050528,63709,CHN,SFN
20050528,63709,SFN,CHN
20050528,63709,SFN,CHN
20050603,63710,SFN,ARI
20050603,63710,SFN,ARI
20050603,63710,ARI,SFN
20050604,63711,SLN,CLE
20050608,63712,DET,PHI
20050608,63712,DET,PHI
20050608,63712,PHI,DET
20050608,63713,KCA,BAL
20050608,63713,KCA,BAL
20050608,63713,BAL,KCA
20050609,63714,SEA,SDN
20050609,63714,SDN,SEA
20050609,63714,SDN,SEA
20050610,63711,CLE,SLN
20050610,63715,MIL,WAS
20050610,63715,WAS,MIL
20050702,63716,SDN,NYA
20050702,63716,SDN,NYA
20050702,63716,SDN,NYA
20050702,63716,NYA,SDN
20050707,63717,BOS,CLE
20050707,63717,CLE,BOS
20050713,63718,WAS,COL
20050713,63718,WAS,COL
20050713,63718,WAS,COL
20050713,63718,COL,WAS
20050713,63719,BOS,OAK
20050713,63719,BOS,OAK
20050713,63719,OAK,BOS
20050713,63720,COL,OAK
20050713,63720,COL,OAK
20050713,63720,OAK,COL
20050713,63720,OAK,COL
20050718,63721,CHN,CLE
20050718,63721,CLE,CHN
20050719,63722,BOS,SDN
20050719,63722,SDN,BOS
20050719,63723,KCA,BOS
20050719,63723,BOS,KCA
20050719,63723,BOS,KCA
20050721,63724,ATL,TEX
20050721,63724,TEX,ATL
20050721,63725,PHI,ARI
20050721,63725,PHI,ARI
20050721,63725,ARI,PHI
20050723,63726,CIN,SDN
20050723,63726,SDN,CIN
20050723,63726,SDN,CIN
20050728,63727,SDN,PIT
20050728,63727,PIT,SDN
20050728,63728,COL,NYA
20050728,63728,NYA,COL
20050728,63728,NYA,COL
20050730,63729,TEX,SDN
20050730,63729,TEX,SDN
20050730,63729,SDN,TEX
20050730,63730,SEA,SFN
20050730,63730,SFN,SEA
20050730,63730,SFN,SEA
20050730,63731,BAL,COL
20050730,63731,COL,BAL
20050730,63732,ARI,BOS
20050730,63732,ARI,BOS
20050730,63732,BOS,ARI
20050730,63732,BOS,ARI
20050731,83635,SEA,SDN
20050731,83635,SDN,SEA
20050731,83635,SDN,SEA
20050731,63734,SEA,MIA
20050731,63734,MIA,SEA
20050731,63734,MIA,SEA
20050731,63735,CHN,PIT
20050731,63735,CHN,PIT
20050731,63735,PIT,CHN
20050731,63736,DET,ATL
20050731,63736,ATL,DET
20050731,63736,ATL,DET
20050731,63737,CHA,SDN
20050731,63737,SDN,CHA
20050809,63738,CHN,BOS
20050809,63738,CHN,BOS
20050809,63738,BOS,CHN
20050827,63739,SFN,PHI
20050827,63739,PHI,SFN
20050827,63740,NYA,CHN
20050827,63740,CHN,NYA
20050829,63741,ATL,CHN
20050829,63741,ATL,CHN
20050829,63741,CHN,ATL
20050830,63742,SFN,WAS
20050830,63742,WAS,SFN
20050830,63743,SFN,ANA
20050830,63743,ANA,SFN
20050830,63743,ANA,SFN
20050831,63744,SDN,TEX
20050831,63744,TEX,SDN
20050929,63745,WAS,BOS
20050929,63745,BOS,WAS
20050929,63745,BOS,WAS
20051104,63746,SDN,WAS
20051104,63746,SDN,WAS
20051104,63746,WAS,SDN
20051116,63747,CHN,TEX
20051116,63747,TEX,CHN
20051116,63748,MIA,NYA
20051116,63748,NYA,MIA
20051118,63749,NYN,SDN
20051118,63749,SDN,NYN
20051121,63750,PIT,SDN
20051124,63751,MIA,NYN
20051124,63751,MIA,NYN
20051124,63751,NYN,MIA
20051124,63751,NYN,MIA
20051124,63751,NYN,MIA
20051124,63752,MIA,BOS
20051124,63752,MIA,BOS
20051124,63752,MIA,BOS
20051124,63752,BOS,MIA
20051124,63752,BOS,MIA
20051124,63752,BOS,MIA
20051124,63752,BOS,MIA
20051125,63753,PHI,CHA
20051125,63753,PHI,CHA
20051125,63753,CHA,PHI
20051125,63753,CHA,PHI
20051202,63754,MIA,MIN
20051202,63754,MIN,MIA
20051202,63754,MIN,MIA
20051202,63755,TOR,OAK
20051205,63756,MIA,NYN
20051205,63756,NYN,MIA
20051205,63756,NYN,MIA
20051206,63757,BAL,SFN
20051206,63757,SFN,BAL
20051207,63758,TOR,MIL
20051207,63758,TOR,MIL
20051207,63758,TOR,MIL
20051207,63758,MIL,TOR
20051207,63758,MIL,TOR
20051207,63759,TBA,SDN
20051207,63759,SDN,TBA
20051207,63760,COL,SLN
20051207,63760,COL,SLN
20051207,63760,SLN,COL
20051207,63761,BOS,SDN
20051207,63761,SDN,BOS
20051207,63762,KCA,PIT
20051207,63762,KCA,PIT
20051207,63762,PIT,KCA
20051207,63763,ATL,MIL
20051207,63763,MIL,ATL
20051207,63764,MIA,CHN
20051207,63764,CHN,MIA
20051207,63764,CHN,MIA
20051207,63764,CHN,MIA
20051207,63765,SEA,COL
20051207,63765,COL,SEA
20051207,63766,ATL,ARI
20051207,63766,ARI,ATL
20051207,63766,ARI,ATL
20051208,63750,SDN,PIT
20051208,63753,CHA,PHI
20051208,63755,OAK,TOR
20051208,63767,TEX,KCA
20051208,63767,KCA,TEX
20051208,63768,CIN,PIT
20051208,63768,CIN,PIT
20051208,63768,PIT,CIN
20051208,63769,NYA,CIN
20051208,63769,NYA,CIN
20051208,63769,CIN,NYA
20051208,63769,CIN,NYA
20051208,63770,BOS,ATL
20051208,63770,BOS,ATL
20051208,63770,ATL,BOS
20051208,63771,TEX,WAS
20051208,63771,WAS,TEX
20051208,63771,WAS,TEX
20051208,63771,WAS,TEX
20051209,63772,ANA,MIN
20051209,63772,MIN,ANA
20051212,63773,PHI,TEX
20051213,63774,LAN,OAK
20051213,63774,LAN,OAK
20051213,63774,OAK,LAN
20051213,63775,CHA,PIT
20051213,63775,PIT,CHA
20051219,63773,TEX,PHI
20051219,63776,KCA,ATL
20051219,63776,ATL,KCA
20051219,63777,ANA,TBA
20051219,63777,TBA,ANA
20051220,63778,CHA,ARI
20051220,63778,CHA,ARI
20051220,63778,CHA,ARI
20051220,63778,ARI,CHA
20051221,63779,KCA,MIL
20051221,63779,MIL,KCA
20051221,63780,ANA,SFN
20051221,63780,SFN,ANA
20051227,63781,ARI,TOR
20051227,63781,ARI,TOR
20051227,63781,TOR,ARI
20051227,63781,TOR,ARI
20060104,63782,NYN,LAN
20060104,63782,NYN,LAN
20060104,63782,LAN,NYN
20060104,63782,LAN,NYN
20060106,63783,TOR,MIL
20060106,63783,MIL,TOR
20060106,63784,SDN,TEX
20060106,63784,SDN,TEX
20060106,63784,SDN,TEX
20060106,63784,TEX,SDN
20060106,63784,TEX,SDN
20060106,63784,TEX,SDN
20060109,63785,BAL,CHN
20060109,63785,BAL,CHN
20060109,63785,CHN,BAL
20060114,63786,TBA,LAN
20060114,63786,TBA,LAN
20060114,63786,LAN,TBA
20060114,63786,LAN,TBA
20060117,63787,CLE,TOR
20060117,63787,TOR,CLE
20060122,63788,NYN,BAL
20060122,63788,BAL,NYN
20060122,63788,BAL,NYN
20060127,63789,BOS,CLE
20060127,63789,BOS,CLE
20060127,63789,BOS,CLE
20060127,63789,BOS,CLE
20060127,63789,CLE,BOS
20060127,63789,CLE,BOS
20060127,63789,CLE,BOS
20060127,63790,CLE,PHI
20060127,63790,PHI,CLE
20060228,63791,ANA,ARI
20060228,63791,ARI,ANA
20060308,63792,ARI,CHA
20060308,63792,CHA,ARI
20060320,63793,CHA,SEA
20060320,63793,SEA,CHA
20060320,63794,BOS,CIN
20060320,63794,BOS,CIN
20060320,63794,CIN,BOS
20060321,63795,CIN,SDN
20060321,63795,SDN,CIN
20060326,63796,ARI,OAK
20060326,63796,OAK,ARI
20060328,63797,PHI,SDN
20060328,63797,SDN,PHI
20060328,63797,SDN,PHI
20060328,63798,CHN,MIA
20060328,63798,MIA,CHN
20060328,63798,MIA,CHN
20060328,63799,CIN,MIA
20060328,63799,MIA,CIN
20060331,63800,CHN,TEX
20060331,63800,OAK,TEX
20060331,63800,OAK,CHN
20060331,63800,TEX,OAK
20060331,63800,CHN,TEX
20060331,63801,KCA,LAN
20060331,63801,LAN,KCA
20060401,63802,TEX,PHI
20060401,63802,PHI,TEX
20060401,63802,PHI,TEX
20060404,63803,CLE,OAK
20060404,63803,OAK,CLE
20060405,63804,BOS,ATL
20060406,63805,SEA,TBA
20060406,63805,TBA,SEA
20060407,63806,CLE,CIN
20060424,63807,LAN,CIN
20060428,63808,SFN,TBA
20060428,63808,TBA,SFN
20060501,63809,BOS,SDN
20060501,63809,BOS,SDN
20060501,63809,BOS,SDN
20060501,63809,SDN,BOS
