Primary Date,trans ID,from team,to team,year,from_gm,to_gm
12/8/2009,64141,NYA,ARI,2009,Brian Cashman,Josh Byrnes
12/8/2009,64141,ARI,DET,2009,Josh Byrnes,Dave Dombrowski
12/8/2009,64141,ARI,DET,2009,Josh Byrnes,Dave Dombrowski
12/9/2009,64142,MIA,HOU,2009,Michael Hill,Ed Wade
12/9/2009,64142,HOU,MIA,2009,Ed Wade,Michael Hill
12/9/2009,64142,HOU,MIA,2009,Ed Wade,Michael Hill
12/9/2009,64143,TEX,BAL,2009,Jon Daniels,Andy MacPhail (POBO)
12/9/2009,64143,TEX,BAL,2009,Jon Daniels,Andy MacPhail (POBO)
12/9/2009,64143,BAL,TEX,2009,Andy MacPhail (POBO),Jon Daniels
12/10/2009,64140,WAS,NYA,2009,Jim Bowden,Brian Cashman
12/10/2009,64142,HOU,MIA,2009,Ed Wade,Michael Hill
12/10/2009,64143,BAL,TEX,2009,Andy MacPhail (POBO),Jon Daniels
12/10/2009,64144,MIN,BOS,2009,Bill Smith,Theo Epstein
12/11/2009,64145,TBA,ATL,2009,Andrew Friedman,Frank Wren
12/11/2009,64145,ATL,TBA,2009,Frank Wren,Andrew Friedman
12/12/2009,64144,BOS,MIN,2009,Theo Epstein,Bill Smith
12/15/2009,64146,LAN,CHA,2009,Ned Colletti,Ken Williams
12/16/2009,64147,TOR,PHI,2009,J.P. Ricciardi,Ruben Amaro Jr
12/16/2009,64147,TOR,PHI,2009,J.P. Ricciardi,Ruben Amaro Jr
12/16/2009,64147,PHI,TOR,2009,Ruben Amaro Jr,J.P. Ricciardi
12/16/2009,64147,PHI,TOR,2009,Ruben Amaro Jr,J.P. Ricciardi
12/16/2009,64147,PHI,TOR,2009,Ruben Amaro Jr,J.P. Ricciardi
12/16/2009,64148,PHI,SEA,2009,Ruben Amaro Jr,Jack Zduriencik
12/16/2009,64148,SEA,PHI,2009,Jack Zduriencik,Ruben Amaro Jr
12/16/2009,64148,SEA,PHI,2009,Jack Zduriencik,Ruben Amaro Jr
12/16/2009,64148,SEA,PHI,2009,Jack Zduriencik,Ruben Amaro Jr
12/16/2009,64149,OAK,TOR,2009,Billy Beane,J.P. Ricciardi
12/16/2009,64149,TOR,OAK,2009,J.P. Ricciardi,Billy Beane
12/18/2009,64146,CHA,LAN,2009,Ken Williams,Ned Colletti
12/18/2009,64146,CHA,LAN,2009,Ken Williams,Ned Colletti
12/18/2009,64150,SEA,CHN,2009,Jack Zduriencik,Jim Hendry
12/18/2009,64150,SEA,CHN,2009,Jack Zduriencik,Jim Hendry
12/18/2009,64150,CHN,SEA,2009,Jim Hendry,Jack Zduriencik
12/21/2009,64138,TBA,CLE,2009,Andrew Friedman,Mark Shapiro
12/22/2009,64151,NYA,ATL,2009,Brian Cashman,Frank Wren
12/22/2009,64151,NYA,ATL,2009,Brian Cashman,Frank Wren
12/22/2009,64151,NYA,ATL,2009,Brian Cashman,Frank Wren
12/22/2009,64151,NYA,ATL,2009,Brian Cashman,Frank Wren
12/22/2009,64151,ATL,NYA,2009,Frank Wren,Brian Cashman
12/22/2009,64151,ATL,NYA,2009,Frank Wren,Brian Cashman
12/23/2009,64152,TOR,SEA,2009,J.P. Ricciardi,Jack Zduriencik
12/23/2009,64152,TOR,SEA,2009,J.P. Ricciardi,Jack Zduriencik
12/23/2009,64152,SEA,TOR,2009,Jack Zduriencik,J.P. Ricciardi
1/7/2010,64153,SEA,BOS,2010,Jack Zduriencik,Theo Epstein
1/7/2010,64153,BOS,SEA,2010,Theo Epstein,Jack Zduriencik
1/16/2010,64154,OAK,SDN,2010,Billy Beane,Jed Hoyer
1/16/2010,64154,OAK,SDN,2010,Billy Beane,Jed Hoyer
1/16/2010,64154,SDN,OAK,2010,Jed Hoyer,Billy Beane
1/16/2010,64154,SDN,OAK,2010,Jed Hoyer,Billy Beane
1/18/2010,64155,PIT,CLE,2010,Neal Huntington,Mark Shapiro
1/18/2010,64155,CLE,PIT,2010,Mark Shapiro,Neal Huntington
1/22/2010,64156,ANA,NYN,2010,Tony Reagins,Omar Minaya
1/22/2010,64156,ANA,NYN,2010,Tony Reagins,Omar Minaya
1/22/2010,64156,NYN,ANA,2010,Omar Minaya,Tony Reagins
1/26/2010,64157,NYA,TEX,2010,Brian Cashman,Jon Daniels
1/26/2010,64157,NYA,TEX,2010,Brian Cashman,Jon Daniels
1/26/2010,64157,TEX,NYA,2010,Jon Daniels,Brian Cashman
2/1/2010,64158,OAK,CIN,2010,Billy Beane,Walt Jocketty
2/1/2010,64158,OAK,CIN,2010,Billy Beane,Walt Jocketty
2/1/2010,64158,CIN,OAK,2010,Walt Jocketty,Billy Beane
2/1/2010,64158,CIN,OAK,2010,Walt Jocketty,Billy Beane
3/18/2010,64153,SEA,BOS,2010,Jack Zduriencik,Theo Epstein
3/22/2010,64159,TEX,MIL,2010,Jon Daniels,Doug Melvin
3/22/2010,64159,MIL,TEX,2010,Doug Melvin,Jon Daniels
3/24/2010,64160,TEX,OAK,2010,Jon Daniels,Billy Beane
3/24/2010,64160,OAK,TEX,2010,Billy Beane,Jon Daniels
4/1/2010,69363,TEX,SFN,2010,Jon Daniels,Brian Sabean
4/1/2010,69363,SFN,TEX,2010,Brian Sabean,Jon Daniels
4/2/2010,67006,TBA,PIT,2010,Andrew Friedman,Neal Huntington
4/2/2010,67006,PIT,TBA,2010,Neal Huntington,Andrew Friedman
4/3/2010,66994,NYA,COL,2010,Brian Cashman,Dan O'Dowd
4/3/2010,66994,COL,NYA,2010,Dan O'Dowd,Brian Cashman
4/24/2010,67000,BOS,PIT,2010,Theo Epstein,Neal Huntington
4/24/2010,67000,PIT,BOS,2010,Neal Huntington,Theo Epstein
5/1/2010,64161,KCA,ARI,2010,Dayton Moore,Josh Byrnes
5/1/2010,64161,ARI,KCA,2010,Josh Byrnes,Dayton Moore
5/31/2010,64162,BOS,PIT,2010,Theo Epstein,Neal Huntington
5/31/2010,64162,PIT,BOS,2010,Neal Huntington,Theo Epstein
6/1/2010,64163,TOR,PIT,2010,Alex Anthopoulos,Neal Huntington
6/1/2010,64163,PIT,TOR,2010,Neal Huntington,Alex Anthopoulos
6/1/2010,64164,DET,ARI,2010,Dave Dombrowski,Josh Byrnes
6/1/2010,64164,DET,ARI,2010,Dave Dombrowski,Josh Byrnes
6/1/2010,64164,ARI,DET,2010,Josh Byrnes,Dave Dombrowski
6/15/2010,64165,ARI,OAK,2010,Josh Byrnes,Billy Beane
6/15/2010,64165,ARI,OAK,2010,Josh Byrnes,Billy Beane
6/15/2010,64165,OAK,ARI,2010,Billy Beane,Josh Byrnes
6/18/2010,64166,TOR,NYN,2010,Alex Anthopoulos,Omar Minaya
6/22/2010,64167,BAL,OAK,2010,Andy MacPhail (POBO),Billy Beane
6/22/2010,64167,OAK,BAL,2010,Billy Beane,Andy MacPhail (POBO)
6/26/2010,64166,NYN,TOR,2010,Omar Minaya,Alex Anthopoulos
6/26/2010,64168,OAK,BOS,2010,Billy Beane,Theo Epstein
6/26/2010,64168,BOS,OAK,2010,Theo Epstein,Billy Beane
6/26/2010,64169,CLE,SEA,2010,Mark Shapiro,Jack Zduriencik
6/26/2010,64169,SEA,CLE,2010,Jack Zduriencik,Mark Shapiro
6/26/2010,64169,SEA,CLE,2010,Jack Zduriencik,Mark Shapiro
7/1/2010,64170,HOU,BOS,2010,Ed Wade,Theo Epstein
7/1/2010,64170,BOS,HOU,2010,Theo Epstein,Ed Wade
7/1/2010,64171,SFN,TEX,2010,Brian Sabean,Jon Daniels
7/1/2010,64171,TEX,SFN,2010,Jon Daniels,Brian Sabean
7/1/2010,64171,TEX,SFN,2010,Jon Daniels,Brian Sabean
7/9/2010,64172,SEA,TEX,2010,Jack Zduriencik,Jon Daniels
7/9/2010,64172,SEA,TEX,2010,Jack Zduriencik,Jon Daniels
7/9/2010,64172,TEX,SEA,2010,Jon Daniels,Jack Zduriencik
7/9/2010,64172,TEX,SEA,2010,Jon Daniels,Jack Zduriencik
7/9/2010,64172,TEX,SEA,2010,Jon Daniels,Jack Zduriencik
7/9/2010,64172,TEX,SEA,2010,Jon Daniels,Jack Zduriencik
7/14/2010,64173,TOR,ATL,2010,Alex Anthopoulos,Frank Wren
7/14/2010,64173,TOR,ATL,2010,Alex Anthopoulos,Frank Wren
7/14/2010,64173,TOR,ATL,2010,Alex Anthopoulos,Frank Wren
7/14/2010,64173,ATL,TOR,2010,Frank Wren,Alex Anthopoulos
7/14/2010,64173,ATL,TOR,2010,Frank Wren,Alex Anthopoulos
7/22/2010,64174,KCA,ANA,2010,Dayton Moore,Tony Reagins
7/22/2010,64174,ANA,KCA,2010,Tony Reagins,Dayton Moore
7/22/2010,64174,ANA,KCA,2010,Tony Reagins,Dayton Moore
7/25/2010,64175,ARI,ANA,2010,Josh Byrnes,Tony Reagins
7/25/2010,64175,ANA,ARI,2010,Tony Reagins,Josh Byrnes
7/25/2010,64175,ANA,ARI,2010,Tony Reagins,Josh Byrnes
7/25/2010,64175,ANA,ARI,2010,Tony Reagins,Josh Byrnes
7/28/2010,64176,CLE,DET,2010,Mark Shapiro,Dave Dombrowski
7/28/2010,64176,CLE,DET,2010,Mark Shapiro,Dave Dombrowski
7/28/2010,64176,DET,CLE,2010,Dave Dombrowski,Mark Shapiro
7/28/2010,64177,KCA,LAN,2010,Dayton Moore,Ned Colletti
7/28/2010,64177,LAN,KCA,2010,Ned Colletti,Dayton Moore
7/28/2010,64177,LAN,KCA,2010,Ned Colletti,Dayton Moore
7/29/2010,64178,HOU,PHI,2010,Ed Wade,Ruben Amaro Jr
7/29/2010,64178,PHI,HOU,2010,Ruben Amaro Jr,Ed Wade
7/29/2010,64178,PHI,HOU,2010,Ruben Amaro Jr,Ed Wade
7/29/2010,64178,PHI,HOU,2010,Ruben Amaro Jr,Ed Wade
7/29/2010,64179,TEX,MIA,2010,Jon Daniels,Michael Hill
7/29/2010,64179,TEX,MIA,2010,Jon Daniels,Michael Hill
7/29/2010,64179,MIA,TEX,2010,Michael Hill,Jon Daniels
7/29/2010,64180,MIN,WAS,2010,Bill Smith,Mike Rizzo
7/29/2010,64180,MIN,WAS,2010,Bill Smith,Mike Rizzo
7/29/2010,64180,WAS,MIN,2010,Mike Rizzo,Bill Smith
7/29/2010,64181,BAL,SDN,2010,Andy MacPhail (POBO),Jed Hoyer
7/29/2010,64181,BAL,SDN,2010,Andy MacPhail (POBO),Jed Hoyer
7/29/2010,64181,SDN,BAL,2010,Jed Hoyer,Andy MacPhail (POBO)
7/29/2010,64182,TOR,HOU,2010,Alex Anthopoulos,Ed Wade
7/29/2010,64182,HOU,TOR,2010,Ed Wade,Alex Anthopoulos
7/30/2010,64183,CLE,NYA,2010,Mark Shapiro,Brian Cashman
7/30/2010,64184,WAS,TEX,2010,Mike Rizzo,Jon Daniels
7/30/2010,64184,TEX,WAS,2010,Jon Daniels,Mike Rizzo
7/30/2010,64184,TEX,WAS,2010,Jon Daniels,Mike Rizzo
7/30/2010,64185,ARI,CHA,2010,Josh Byrnes,Ken Williams
7/30/2010,64185,CHA,ARI,2010,Ken Williams,Josh Byrnes
7/30/2010,64185,CHA,ARI,2010,Ken Williams,Josh Byrnes
7/31/2010,64186,PIT,LAN,2010,Neal Huntington,Ned Colletti
7/31/2010,64186,PIT,LAN,2010,Neal Huntington,Ned Colletti
7/31/2010,64186,LAN,PIT,2010,Ned Colletti,Neal Huntington
7/31/2010,64186,LAN,PIT,2010,Ned Colletti,Neal Huntington
7/31/2010,64187,CLE,NYA,2010,Mark Shapiro,Brian Cashman
7/31/2010,64187,CLE,NYA,2010,Mark Shapiro,Brian Cashman
7/31/2010,64188,CHN,LAN,2010,Jim Hendry,Ned Colletti
7/31/2010,64188,CHN,LAN,2010,Jim Hendry,Ned Colletti
7/31/2010,64188,CHN,LAN,2010,Jim Hendry,Ned Colletti
7/31/2010,64188,LAN,CHN,2010,Ned Colletti,Jim Hendry
7/31/2010,64188,LAN,CHN,2010,Ned Colletti,Jim Hendry
7/31/2010,64188,LAN,CHN,2010,Ned Colletti,Jim Hendry
7/31/2010,64189,BOS,TEX,2010,Theo Epstein,Jon Daniels
7/31/2010,64189,BOS,TEX,2010,Theo Epstein,Jon Daniels
7/31/2010,64189,BOS,TEX,2010,Theo Epstein,Jon Daniels
7/31/2010,64189,TEX,BOS,2010,Jon Daniels,Theo Epstein
7/31/2010,64190,ARI,PIT,2010,Josh Byrnes,Neal Huntington
7/31/2010,64190,ARI,PIT,2010,Josh Byrnes,Neal Huntington
7/31/2010,64190,ARI,PIT,2010,Josh Byrnes,Neal Huntington
7/31/2010,64190,PIT,ARI,2010,Neal Huntington,Josh Byrnes
7/31/2010,64190,PIT,ARI,2010,Neal Huntington,Josh Byrnes
7/31/2010,64190,PIT,ARI,2010,Neal Huntington,Josh Byrnes
7/31/2010,64191,BOS,SFN,2010,Theo Epstein,Brian Sabean
7/31/2010,64191,SFN,BOS,2010,Brian Sabean,Theo Epstein
7/31/2010,64192,CLE,SLN,2010,Mark Shapiro,John Mozeliak
7/31/2010,64192,SDN,SLN,2010,Jed Hoyer,John Mozeliak
7/31/2010,64192,SLN,SDN,2010,John Mozeliak,Jed Hoyer
7/31/2010,64192,SDN,CLE,2010,Jed Hoyer,Mark Shapiro
7/31/2010,64193,BAL,MIA,2010,Andy MacPhail (POBO),Michael Hill
7/31/2010,64193,MIA,BAL,2010,Michael Hill,Andy MacPhail (POBO)
7/31/2010,64194,PIT,SFN,2010,Neal Huntington,Brian Sabean
7/31/2010,64194,SFN,PIT,2010,Brian Sabean,Neal Huntington
7/31/2010,64194,SFN,PIT,2010,Brian Sabean,Neal Huntington
7/31/2010,64195,HOU,NYA,2010,Ed Wade,Brian Cashman
7/31/2010,64195,NYA,HOU,2010,Brian Cashman,Ed Wade
7/31/2010,64195,NYA,HOU,2010,Brian Cashman,Ed Wade
7/31/2010,64196,KCA,ATL,2010,Dayton Moore,Frank Wren
7/31/2010,64196,KCA,ATL,2010,Dayton Moore,Frank Wren
7/31/2010,64196,ATL,KCA,2010,Frank Wren,Dayton Moore
7/31/2010,64196,ATL,KCA,2010,Frank Wren,Dayton Moore
7/31/2010,64196,ATL,KCA,2010,Frank Wren,Dayton Moore
7/31/2010,64197,ARI,TBA,2010,Josh Byrnes,Andrew Friedman
8/7/2010,64175,ANA,ARI,2010,Tony Reagins,Josh Byrnes
8/9/2010,64198,MIL,CIN,2010,Doug Melvin,Walt Jocketty
8/9/2010,64198,CIN,MIL,2010,Walt Jocketty,Doug Melvin
8/11/2010,64199,CHN,SFN,2010,Jim Hendry,Brian Sabean
8/11/2010,64199,SFN,CHN,2010,Brian Sabean,Jim Hendry
8/13/2010,64200,SFN,KCA,2010,Brian Sabean,Dayton Moore
8/13/2010,64200,KCA,SFN,2010,Dayton Moore,Brian Sabean
8/14/2010,64189,BOS,TEX,2010,Theo Epstein,Jon Daniels
8/18/2010,64201,CHN,ATL,2010,Jim Hendry,Frank Wren
8/18/2010,64201,ATL,CHN,2010,Frank Wren,Jim Hendry
8/18/2010,64201,ATL,CHN,2010,Frank Wren,Jim Hendry
8/18/2010,64201,ATL,CHN,2010,Frank Wren,Jim Hendry
8/19/2010,64202,HOU,SLN,2010,Ed Wade,John Mozeliak
8/19/2010,64202,HOU,SLN,2010,Ed Wade,John Mozeliak
8/19/2010,64202,SLN,HOU,2010,John Mozeliak,Ed Wade
8/20/2010,64183,NYA,CLE,2010,Brian Cashman,Mark Shapiro
8/27/2010,64203,ANA,MIN,2010,Tony Reagins,Bill Smith
8/31/2010,64204,NYN,TEX,2010,Omar Minaya,Jon Daniels
8/31/2010,64204,NYN,TEX,2010,Omar Minaya,Jon Daniels
8/31/2010,64204,TEX,NYN,2010,Jon Daniels,Omar Minaya
8/31/2010,64205,BOS,COL,2010,Theo Epstein,Dan O'Dowd
8/31/2010,64205,BOS,COL,2010,Theo Epstein,Dan O'Dowd
8/31/2010,64205,COL,BOS,2010,Dan O'Dowd,Theo Epstein
9/1/2010,64203,MIN,ANA,2010,Bill Smith,Tony Reagins
9/9/2010,64197,TBA,ARI,2010,Andrew Friedman,Josh Byrnes
9/18/2010,64206,LAN,COL,2010,Ned Colletti,Dan O'Dowd
10/14/2010,64200,SFN,KCA,2010,Brian Sabean,Dayton Moore
10/21/2010,64187,NYA,CLE,2010,Brian Cashman,Mark Shapiro
10/21/2010,64187,NYA,CLE,2010,Brian Cashman,Mark Shapiro
11/4/2010,64720,DET,BOS,2010,Dave Dombrowski,Theo Epstein
11/10/2010,64207,OAK,KCA,2010,Billy Beane,Dayton Moore
11/10/2010,64207,OAK,KCA,2010,Billy Beane,Dayton Moore
11/10/2010,64207,KCA,OAK,2010,Dayton Moore,Billy Beane
11/12/2010,64208,MIA,BOS,2010,Michael Hill,Theo Epstein
11/12/2010,64208,BOS,MIA,2010,Theo Epstein,Michael Hill
11/13/2010,64209,MIA,SDN,2010,Michael Hill,Jed Hoyer
11/13/2010,64209,SDN,MIA,2010,Jed Hoyer,Michael Hill
11/13/2010,64209,SDN,MIA,2010,Jed Hoyer,Michael Hill
11/15/2010,64206,COL,LAN,2010,Dan O'Dowd,Ned Colletti
11/16/2010,64210,MIA,ATL,2010,Michael Hill,Frank Wren
11/16/2010,64210,ATL,MIA,2010,Frank Wren,Michael Hill
11/16/2010,64210,ATL,MIA,2010,Frank Wren,Michael Hill
11/17/2010,64211,OAK,TOR,2010,Billy Beane,Alex Anthopoulos
11/17/2010,64211,TOR,OAK,2010,Alex Anthopoulos,Billy Beane
11/17/2010,64211,TOR,OAK,2010,Alex Anthopoulos,Billy Beane
11/18/2010,64212,COL,HOU,2010,Dan O'Dowd,Ed Wade
11/18/2010,64212,HOU,COL,2010,Ed Wade,Dan O'Dowd
11/18/2010,64794,ARI,NYA,2010,Josh Byrnes,Brian Cashman
11/18/2010,64794,NYA,ARI,2010,Brian Cashman,Josh Byrnes
11/24/2010,64213,PIT,ARI,2010,Neal Huntington,Josh Byrnes
11/30/2010,64214,SLN,LAN,2010,John Mozeliak,Ned Colletti
11/30/2010,64214,LAN,SLN,2010,Ned Colletti,John Mozeliak
12/2/2010,64215,SEA,COL,2010,Jack Zduriencik,Dan O'Dowd
12/2/2010,64215,COL,SEA,2010,Dan O'Dowd,Jack Zduriencik
12/3/2010,64216,CHA,ATL,2010,Ken Williams,Frank Wren
12/3/2010,64216,CHA,ATL,2010,Ken Williams,Frank Wren
12/3/2010,64216,ATL,CHA,2010,Frank Wren,Ken Williams
12/6/2010,64217,ARI,BAL,2010,Josh Byrnes,Andy MacPhail (POBO)
12/6/2010,64217,BAL,ARI,2010,Andy MacPhail (POBO),Josh Byrnes
12/6/2010,64217,BAL,ARI,2010,Andy MacPhail (POBO),Josh Byrnes
12/6/2010,64845,SDN,BOS,2010,Jed Hoyer,Theo Epstein
12/6/2010,64845,BOS,SDN,2010,Theo Epstein,Jed Hoyer
12/6/2010,64845,BOS,SDN,2010,Theo Epstein,Jed Hoyer
12/6/2010,64845,BOS,SDN,2010,Theo Epstein,Jed Hoyer
12/6/2010,64846,TOR,MIL,2010,Alex Anthopoulos,Doug Melvin
12/6/2010,64846,MIL,TOR,2010,Doug Melvin,Alex Anthopoulos
12/9/2010,64213,ARI,PIT,2010,Josh Byrnes,Neal Huntington
12/9/2010,64218,BAL,MIN,2010,Andy MacPhail (POBO),Bill Smith
12/9/2010,64218,BAL,MIN,2010,Andy MacPhail (POBO),Bill Smith
12/9/2010,64218,MIN,BAL,2010,Bill Smith,Andy MacPhail (POBO)
12/9/2010,64218,MIN,BAL,2010,Bill Smith,Andy MacPhail (POBO)
12/12/2010,64219,SLN,SEA,2010,John Mozeliak,Jack Zduriencik
12/12/2010,64219,SEA,SLN,2010,Jack Zduriencik,John Mozeliak
12/16/2010,64220,MIN,COL,2010,Bill Smith,Dan O'Dowd
12/16/2010,64220,COL,MIN,2010,Dan O'Dowd,Bill Smith
12/16/2010,64221,WAS,OAK,2010,Mike Rizzo,Billy Beane
12/16/2010,64221,OAK,WAS,2010,Billy Beane,Mike Rizzo
12/16/2010,64221,OAK,WAS,2010,Billy Beane,Mike Rizzo
12/16/2010,64845,BOS,SDN,2010,Theo Epstein,Jed Hoyer
12/17/2010,64222,TBA,SDN,2010,Andrew Friedman,Jed Hoyer
12/17/2010,64222,SDN,TBA,2010,Jed Hoyer,Andrew Friedman
12/17/2010,64222,SDN,TBA,2010,Jed Hoyer,Andrew Friedman
12/17/2010,64222,SDN,TBA,2010,Jed Hoyer,Andrew Friedman
12/17/2010,64222,SDN,TBA,2010,Jed Hoyer,Andrew Friedman
12/19/2010,64223,KCA,MIL,2010,Dayton Moore,Doug Melvin
12/19/2010,64223,KCA,MIL,2010,Dayton Moore,Doug Melvin
12/19/2010,64223,KCA,MIL,2010,Dayton Moore,Doug Melvin
12/19/2010,64223,MIL,KCA,2010,Doug Melvin,Dayton Moore
12/19/2010,64223,MIL,KCA,2010,Doug Melvin,Dayton Moore
12/19/2010,64223,MIL,KCA,2010,Doug Melvin,Dayton Moore
12/19/2010,64223,MIL,KCA,2010,Doug Melvin,Dayton Moore
12/23/2010,64224,HOU,COL,2010,Ed Wade,Dan O'Dowd
12/23/2010,64224,COL,HOU,2010,Dan O'Dowd,Ed Wade
12/23/2010,64224,COL,HOU,2010,Dan O'Dowd,Ed Wade
12/23/2010,72384,PIT,OAK,2010,Neal Huntington,Billy Beane
12/23/2010,72384,OAK,PIT,2010,Billy Beane,Neal Huntington
12/27/2010,64225,LAN,NYN,2010,Ned Colletti,Omar Minaya
12/27/2010,64225,NYN,LAN,2010,Omar Minaya,Ned Colletti
1/8/2011,64226,TBA,CHN,2011,Andrew Friedman,Jim Hendry
1/8/2011,64226,TBA,CHN,2011,Andrew Friedman,Jim Hendry
1/8/2011,64226,TBA,CHN,2011,Andrew Friedman,Jim Hendry
1/8/2011,64226,CHN,TBA,2011,Jim Hendry,Andrew Friedman
1/8/2011,64226,CHN,TBA,2011,Jim Hendry,Andrew Friedman
1/8/2011,64226,CHN,TBA,2011,Jim Hendry,Andrew Friedman
1/8/2011,64226,CHN,TBA,2011,Jim Hendry,Andrew Friedman
1/8/2011,64226,CHN,TBA,2011,Jim Hendry,Andrew Friedman
1/8/2011,64227,OAK,TEX,2011,Billy Beane,Jon Daniels
1/8/2011,64227,TEX,OAK,2011,Jon Daniels,Billy Beane
1/10/2011,64228,PHI,HOU,2011,Ruben Amaro Jr,Ed Wade
1/10/2011,64228,HOU,PHI,2011,Ed Wade,Ruben Amaro Jr
1/19/2011,64975,CHN,WAS,2011,Jim Hendry,Mike Rizzo
1/19/2011,64975,WAS,CHN,2011,Mike Rizzo,Jim Hendry
1/19/2011,64975,WAS,CHN,2011,Mike Rizzo,Jim Hendry
1/19/2011,64975,WAS,CHN,2011,Mike Rizzo,Jim Hendry
1/21/2011,64229,TOR,ANA,2011,Alex Anthopoulos,Tony Reagins
1/21/2011,64229,ANA,TOR,2011,Tony Reagins,Alex Anthopoulos
1/21/2011,64229,ANA,TOR,2011,Tony Reagins,Alex Anthopoulos
1/24/2011,64230,OAK,COL,2011,Billy Beane,Dan O'Dowd
1/24/2011,64230,COL,OAK,2011,Dan O'Dowd,Billy Beane
1/24/2011,64231,DET,ARI,2011,Dave Dombrowski,Kevin Towers
1/24/2011,64231,ARI,DET,2011,Kevin Towers,Dave Dombrowski
1/24/2011,64231,ARI,DET,2011,Kevin Towers,Dave Dombrowski
1/25/2011,64232,TEX,TOR,2011,Jon Daniels,Alex Anthopoulos
1/25/2011,64232,TOR,TEX,2011,Alex Anthopoulos,Jon Daniels
2/2/2011,64233,WAS,NYA,2011,Mike Rizzo,Brian Cashman
2/2/2011,64233,NYA,WAS,2011,Brian Cashman,Mike Rizzo
2/15/2011,64234,BOS,CHN,2011,Theo Epstein,Jim Hendry
2/15/2011,64234,CHN,BOS,2011,Jim Hendry,Theo Epstein
3/2/2011,64235,SEA,CLE,2011,Jack Zduriencik,Chris Antonetti
3/2/2011,64235,SEA,CLE,2011,Jack Zduriencik,Chris Antonetti
3/2/2011,64235,CLE,SEA,2011,Chris Antonetti,Jack Zduriencik
3/25/2011,64236,NYA,MIL,2011,Brian Cashman,Doug Melvin
3/25/2011,64236,MIL,NYA,2011,Doug Melvin,Brian Cashman
3/27/2011,64237,MIL,WAS,2011,Doug Melvin,Mike Rizzo
3/27/2011,64237,MIL,WAS,2011,Doug Melvin,Mike Rizzo
3/27/2011,64237,WAS,MIL,2011,Mike Rizzo,Doug Melvin
3/28/2011,64238,SDN,WAS,2011,Jed Hoyer,Mike Rizzo
3/28/2011,64238,SDN,WAS,2011,Jed Hoyer,Mike Rizzo
3/28/2011,64238,WAS,SDN,2011,Mike Rizzo,Jed Hoyer
3/29/2011,64239,COL,BOS,2011,Dan O'Dowd,Theo Epstein
3/29/2011,64239,BOS,COL,2011,Theo Epstein,Dan O'Dowd
3/29/2011,64240,NYN,SDN,2011,Sandy Alderson,Jed Hoyer
3/29/2011,64240,SDN,NYN,2011,Jed Hoyer,Sandy Alderson
4/2/2011,64720,BOS,DET,2011,Theo Epstein,Dave Dombrowski
4/18/2011,64241,OAK,TOR,2011,Billy Beane,Alex Anthopoulos
4/18/2011,64241,TOR,OAK,2011,Alex Anthopoulos,Billy Beane
4/22/2011,64242,COL,TOR,2011,Dan O'Dowd,Alex Anthopoulos
4/22/2011,64242,COL,TOR,2011,Dan O'Dowd,Alex Anthopoulos
4/22/2011,64242,TOR,COL,2011,Alex Anthopoulos,Dan O'Dowd
4/30/2011,64217,ARI,BAL,2011,Kevin Towers,Andy MacPhail (POBO)
5/26/2011,64243,ATL,CHN,2011,Frank Wren,Jim Hendry
5/26/2011,64243,CHN,ATL,2011,Jim Hendry,Frank Wren
5/27/2011,64244,DET,OAK,2011,Dave Dombrowski,Billy Beane
5/27/2011,64244,OAK,DET,2011,Billy Beane,Dave Dombrowski
6/1/2011,64245,KCA,ARI,2011,Dayton Moore,Kevin Towers
6/1/2011,64245,ARI,KCA,2011,Kevin Towers,Dayton Moore
6/30/2011,64246,OAK,COL,2011,Billy Beane,Dan O'Dowd
6/30/2011,64246,COL,OAK,2011,Dan O'Dowd,Billy Beane
7/12/2011,64247,NYN,MIL,2011,Sandy Alderson,Doug Melvin
7/12/2011,64247,NYN,MIL,2011,Sandy Alderson,Doug Melvin
7/19/2011,64248,HOU,SFN,2011,Ed Wade,Brian Sabean
7/19/2011,64248,SFN,HOU,2011,Brian Sabean,Ed Wade
7/19/2011,64248,SFN,HOU,2011,Brian Sabean,Ed Wade
7/19/2011,64249,BAL,TEX,2011,Andy MacPhail (POBO),Jon Daniels
7/19/2011,64249,BAL,TEX,2011,Andy MacPhail (POBO),Jon Daniels
7/19/2011,64249,TEX,BAL,2011,Jon Daniels,Andy MacPhail (POBO)
7/20/2011,64250,KCA,DET,2011,Dayton Moore,Dave Dombrowski
7/20/2011,64250,DET,KCA,2011,Dave Dombrowski,Dayton Moore
7/20/2011,64250,DET,KCA,2011,Dave Dombrowski,Dayton Moore
7/26/2011,64251,CIN,WAS,2011,Walt Jocketty,Mike Rizzo
7/26/2011,64251,CIN,WAS,2011,Walt Jocketty,Mike Rizzo
7/26/2011,64251,WAS,CIN,2011,Mike Rizzo,Walt Jocketty
7/26/2011,64251,WAS,CIN,2011,Mike Rizzo,Walt Jocketty
7/27/2011,64252,TOR,CHA,2011,Alex Anthopoulos,Ken Williams
7/27/2011,64252,TOR,CHA,2011,Alex Anthopoulos,Ken Williams
7/27/2011,64252,CHA,TOR,2011,Ken Williams,Alex Anthopoulos
7/27/2011,64252,CHA,TOR,2011,Ken Williams,Alex Anthopoulos
7/27/2011,64253,SLN,TOR,2011,John Mozeliak,Alex Anthopoulos
