Primary Date,trans ID,from team,to team,year,from_gm,to_gm
1/7/2000,63159,KCA,SFN,2000,Allard Baird,Brian Sabean
1/12/2000,63176,MIL,CHA,2000,Dean Taylor,Ron Schueler
1/12/2000,63176,MIL,CHA,2000,Dean Taylor,Ron Schueler
1/12/2000,63176,CHA,MIL,2000,Ron Schueler,Dean Taylor
1/12/2000,63176,CHA,MIL,2000,Ron Schueler,Dean Taylor
1/14/2000,63177,MIL,CIN,2000,Dean Taylor,Jim Bowden
1/14/2000,63177,CIN,MIL,2000,Jim Bowden,Dean Taylor
1/14/2000,63178,NYN,COL,2000,Steve Phillips,Dan O'Dowd
1/14/2000,63178,COL,NYN,2000,Dan O'Dowd,Steve Phillips
1/14/2000,63178,COL,NYN,2000,Dan O'Dowd,Steve Phillips
1/21/2000,63179,NYN,MIL,2000,Steve Phillips,Dean Taylor
1/21/2000,63179,MIL,NYN,2000,Dean Taylor,Steve Phillips
2/10/2000,63180,SEA,CIN,2000,Pat Gillick,Jim Bowden
2/10/2000,63180,CIN,SEA,2000,Jim Bowden,Pat Gillick
2/10/2000,63180,CIN,SEA,2000,Jim Bowden,Pat Gillick
2/10/2000,63180,CIN,SEA,2000,Jim Bowden,Pat Gillick
2/10/2000,63180,CIN,SEA,2000,Jim Bowden,Pat Gillick
2/18/2000,63181,OAK,KCA,2000,Billy Beane,Allard Baird
2/18/2000,63181,KCA,OAK,2000,Allard Baird,Billy Beane
2/23/2000,63182,PIT,SDN,2000,Cam Bonifay,Kevin Towers
2/23/2000,63182,SDN,PIT,2000,Kevin Towers,Cam Bonifay
2/23/2000,63182,SDN,PIT,2000,Kevin Towers,Cam Bonifay
2/23/2000,63182,SDN,PIT,2000,Kevin Towers,Cam Bonifay
2/23/2000,63182,PIT,SDN,2000,Cam Bonifay,Kevin Towers
3/10/2000,63183,PHI,DET,2000,Ed Wade,Randy Smith
3/10/2000,63183,DET,PHI,2000,Randy Smith,Ed Wade
3/13/2000,63184,ATL,CIN,2000,John Schuerholz,Jim Bowden
3/13/2000,63184,CIN,ATL,2000,Jim Bowden,John Schuerholz
3/16/2000,63185,TOR,TEX,2000,Gord Ash,Doug Melvin
3/16/2000,63185,TEX,WAS,2000,Doug Melvin,Jim Beattie
3/16/2000,63185,TOR,TEX,2000,Gord Ash,Doug Melvin
3/16/2000,63185,WAS,TOR,2000,Jim Beattie,Gord Ash
3/17/2000,63172,WAS,NYA,2000,Jim Beattie,Brian Cashman
3/18/2000,63186,SLN,NYN,2000,Walt Jocketty,Steve Phillips
3/18/2000,63186,NYN,SLN,2000,Steve Phillips,Walt Jocketty
3/21/2000,63187,SEA,HOU,2000,Pat Gillick,Gerry Hunsicker
3/21/2000,63187,HOU,SEA,2000,Gerry Hunsicker,Pat Gillick
3/22/2000,63172,WAS,NYA,2000,Jim Beattie,Brian Cashman
3/22/2000,63188,TOR,NYN,2000,Gord Ash,Steve Phillips
3/22/2000,63188,NYN,TOR,2000,Steve Phillips,Gord Ash
3/23/2000,63189,SLN,ANA,2000,Walt Jocketty,Bill Stoneman
3/23/2000,63189,SLN,ANA,2000,Walt Jocketty,Bill Stoneman
3/23/2000,63189,ANA,SLN,2000,Bill Stoneman,Walt Jocketty
3/23/2000,63190,SDN,CHN,2000,Kevin Towers,Ed Lynch
3/23/2000,63190,CHN,SDN,2000,Ed Lynch,Kevin Towers
3/23/2000,63191,SFN,NYA,2000,Brian Sabean,Brian Cashman
3/23/2000,63191,NYA,SFN,2000,Brian Cashman,Brian Sabean
3/27/2000,63192,CLE,MIA,2000,John Hart,Dave Dombrowski
3/27/2000,63192,MIA,CLE,2000,Dave Dombrowski,John Hart
3/29/2000,63193,ANA,COL,2000,Bill Stoneman,Dan O'Dowd
3/29/2000,63193,ANA,COL,2000,Bill Stoneman,Dan O'Dowd
3/29/2000,63193,COL,ANA,2000,Dan O'Dowd,Bill Stoneman
3/29/2000,63194,PHI,HOU,2000,Ed Wade,Gerry Hunsicker
3/29/2000,63194,HOU,PHI,2000,Gerry Hunsicker,Ed Wade
4/1/2000,63195,LAN,CIN,2000,Kevin Malone,Jim Bowden
4/1/2000,63195,CIN,LAN,2000,Jim Bowden,Kevin Malone
4/7/2000,63196,COL,CIN,2000,Dan O'Dowd,Jim Bowden
4/7/2000,63196,CIN,COL,2000,Jim Bowden,Dan O'Dowd
4/14/2000,63197,MIL,CHN,2000,Dean Taylor,Ed Lynch
4/14/2000,63197,CHN,MIL,2000,Ed Lynch,Dean Taylor
4/20/2000,63198,HOU,ARI,2000,Gerry Hunsicker,Joe Garagiola Jr
4/20/2000,63198,ARI,HOU,2000,Joe Garagiola Jr,Gerry Hunsicker
4/25/2000,63199,KCA,WAS,2000,Allard Baird,Jim Beattie
4/25/2000,63199,WAS,KCA,2000,Jim Beattie,Allard Baird
5/12/2000,63200,CHN,TBA,2000,Ed Lynch,Chuck LaMar
5/12/2000,63200,TBA,CHN,2000,Chuck LaMar,Ed Lynch
5/12/2000,63200,CHN,TBA,2000,Ed Lynch,Chuck LaMar
5/15/2000,63177,CIN,MIL,2000,Jim Bowden,Dean Taylor
5/27/2000,63201,TBA,HOU,2000,Chuck LaMar,Gerry Hunsicker
5/27/2000,63201,HOU,TBA,2000,Gerry Hunsicker,Chuck LaMar
5/31/2000,63202,TBA,CHA,2000,Chuck LaMar,Ron Schueler
5/31/2000,63202,CHA,TBA,2000,Ron Schueler,Chuck LaMar
6/2/2000,63203,NYN,ARI,2000,Steve Phillips,Joe Garagiola Jr
6/2/2000,63203,ARI,NYN,2000,Joe Garagiola Jr,Steve Phillips
6/9/2000,63204,MIA,TEX,2000,Dave Dombrowski,Doug Melvin
6/9/2000,63204,TEX,MIA,2000,Doug Melvin,Dave Dombrowski
6/9/2000,63205,CHN,TEX,2000,Ed Lynch,Doug Melvin
6/9/2000,63205,TEX,CHN,2000,Doug Melvin,Ed Lynch
6/9/2000,63206,MIA,ARI,2000,Dave Dombrowski,Joe Garagiola Jr
6/9/2000,63206,ARI,MIA,2000,Joe Garagiola Jr,Dave Dombrowski
6/12/2000,63207,TOR,MIN,2000,Gord Ash,Terry Ryan
6/12/2000,63207,MIN,TOR,2000,Terry Ryan,Gord Ash
6/13/2000,63171,SLN,MIL,2000,Walt Jocketty,Dean Taylor
6/13/2000,63171,SLN,MIL,2000,Walt Jocketty,Dean Taylor
6/13/2000,63208,LAN,BAL,2000,Kevin Malone,Syd Thrift
6/13/2000,63208,BAL,LAN,2000,Syd Thrift,Kevin Malone
6/13/2000,63208,LAN,BAL,2000,Kevin Malone,Syd Thrift
6/20/2000,63209,LAN,NYA,2000,Kevin Malone,Brian Cashman
6/20/2000,63209,NYA,LAN,2000,Brian Cashman,Kevin Malone
6/20/2000,63209,LAN,NYA,2000,Kevin Malone,Brian Cashman
6/28/2000,63210,SDN,PIT,2000,Kevin Towers,Cam Bonifay
6/29/2000,63211,NYA,CLE,2000,Brian Cashman,John Hart
6/29/2000,63211,NYA,CLE,2000,Brian Cashman,John Hart
6/29/2000,63211,NYA,CLE,2000,Brian Cashman,John Hart
6/29/2000,63211,CLE,NYA,2000,John Hart,Brian Cashman
6/30/2000,63212,SDN,BOS,2000,Kevin Towers,Dan Duquette
6/30/2000,63212,BOS,SDN,2000,Dan Duquette,Kevin Towers
6/30/2000,63212,BOS,SDN,2000,Dan Duquette,Kevin Towers
7/12/2000,63213,NYA,CIN,2000,Brian Cashman,Jim Bowden
7/12/2000,63213,NYA,CIN,2000,Brian Cashman,Jim Bowden
7/12/2000,63213,NYA,CIN,2000,Brian Cashman,Jim Bowden
7/12/2000,63213,NYA,CIN,2000,Brian Cashman,Jim Bowden
7/12/2000,63213,CIN,NYA,2000,Jim Bowden,Brian Cashman
7/12/2000,63213,CIN,NYA,2000,Jim Bowden,Brian Cashman
7/12/2000,63214,ATL,PHI,2000,John Schuerholz,Ed Wade
7/12/2000,63214,ATL,PHI,2000,John Schuerholz,Ed Wade
7/12/2000,63214,PHI,ATL,2000,Ed Wade,John Schuerholz
7/15/2000,63215,COL,MIN,2000,Dan O'Dowd,Terry Ryan
7/15/2000,63215,MIN,COL,2000,Terry Ryan,Dan O'Dowd
7/15/2000,63215,MIN,COL,2000,Terry Ryan,Dan O'Dowd
7/15/2000,63215,COL,MIN,2000,Dan O'Dowd,Terry Ryan
7/17/2000,63216,DET,SDN,2000,Randy Smith,Kevin Towers
7/17/2000,63216,SDN,DET,2000,Kevin Towers,Randy Smith
7/19/2000,63217,TOR,TEX,2000,Gord Ash,Doug Melvin
7/19/2000,63217,TOR,TEX,2000,Gord Ash,Doug Melvin
7/19/2000,63217,TEX,TOR,2000,Doug Melvin,Gord Ash
7/21/2000,63218,NYA,CHN,2000,Brian Cashman,Ed Lynch
7/21/2000,63218,NYA,CHN,2000,Brian Cashman,Ed Lynch
7/21/2000,63218,CHN,NYA,2000,Ed Lynch,Brian Cashman
7/25/2000,63219,TOR,MIL,2000,Gord Ash,Dean Taylor
7/25/2000,63219,MIL,TOR,2000,Dean Taylor,Gord Ash
7/26/2000,63220,PHI,ARI,2000,Ed Wade,Joe Garagiola Jr
7/26/2000,63220,ARI,PHI,2000,Joe Garagiola Jr,Ed Wade
7/26/2000,63220,ARI,PHI,2000,Joe Garagiola Jr,Ed Wade
7/26/2000,63220,ARI,PHI,2000,Joe Garagiola Jr,Ed Wade
7/26/2000,63220,ARI,PHI,2000,Joe Garagiola Jr,Ed Wade
7/26/2000,63221,MIA,CIN,2000,Dave Dombrowski,Jim Bowden
7/26/2000,63221,CIN,MIA,2000,Jim Bowden,Dave Dombrowski
7/26/2000,63222,LAN,CHN,2000,Kevin Malone,Ed Lynch
7/26/2000,63222,LAN,CHN,2000,Kevin Malone,Ed Lynch
7/26/2000,63222,LAN,CHN,2000,Kevin Malone,Ed Lynch
7/26/2000,63222,CHN,LAN,2000,Ed Lynch,Kevin Malone
7/26/2000,63223,PHI,TOR,2000,Ed Wade,Gord Ash
7/27/2000,63224,COL,BOS,2000,Dan O'Dowd,Dan Duquette
7/27/2000,63224,BOS,COL,2000,Dan Duquette,Dan O'Dowd
7/27/2000,63224,BOS,COL,2000,Dan Duquette,Dan O'Dowd
7/27/2000,63224,BOS,COL,2000,Dan Duquette,Dan O'Dowd
7/27/2000,63224,BOS,COL,2000,Dan Duquette,Dan O'Dowd
7/27/2000,63224,COL,BOS,2000,Dan O'Dowd,Dan Duquette
7/27/2000,63224,COL,BOS,2000,Dan O'Dowd,Dan Duquette
7/27/2000,63224,COL,BOS,2000,Dan O'Dowd,Dan Duquette
7/28/2000,63225,ANA,CHN,2000,Bill Stoneman,Ed Lynch
7/28/2000,63225,ANA,CHN,2000,Bill Stoneman,Ed Lynch
7/28/2000,63225,CHN,ANA,2000,Ed Lynch,Bill Stoneman
7/28/2000,63225,CHN,ANA,2000,Ed Lynch,Bill Stoneman
7/28/2000,63225,CHN,ANA,2000,Ed Lynch,Bill Stoneman
7/28/2000,63226,CLE,MIL,2000,John Hart,Dean Taylor
7/28/2000,63226,CLE,MIL,2000,John Hart,Dean Taylor
7/28/2000,63226,CLE,MIL,2000,John Hart,Dean Taylor
7/28/2000,63226,MIL,CLE,2000,Dean Taylor,John Hart
7/28/2000,63226,MIL,CLE,2000,Dean Taylor,John Hart
7/28/2000,63226,MIL,CLE,2000,Dean Taylor,John Hart
7/28/2000,63227,CLE,PIT,2000,John Hart,Cam Bonifay
7/28/2000,63227,CLE,PIT,2000,John Hart,Cam Bonifay
7/28/2000,63227,PIT,CLE,2000,Cam Bonifay,John Hart
7/28/2000,63228,TBA,OAK,2000,Chuck LaMar,Billy Beane
7/28/2000,63228,TBA,OAK,2000,Chuck LaMar,Billy Beane
7/28/2000,63228,OAK,TBA,2000,Billy Beane,Chuck LaMar
7/28/2000,63229,CLE,TEX,2000,John Hart,Doug Melvin
7/28/2000,63229,TEX,CLE,2000,Doug Melvin,John Hart
7/28/2000,63230,BAL,NYN,2000,Syd Thrift,Steve Phillips
7/28/2000,63230,NYN,BAL,2000,Steve Phillips,Syd Thrift
7/28/2000,63230,NYN,BAL,2000,Steve Phillips,Syd Thrift
7/28/2000,63230,NYN,BAL,2000,Steve Phillips,Syd Thrift
7/28/2000,63230,NYN,BAL,2000,Steve Phillips,Syd Thrift
7/28/2000,63231,TBA,NYN,2000,Chuck LaMar,Steve Phillips
7/28/2000,63231,TBA,NYN,2000,Chuck LaMar,Steve Phillips
7/28/2000,63231,NYN,TBA,2000,Steve Phillips,Chuck LaMar
7/28/2000,63231,NYN,TBA,2000,Steve Phillips,Chuck LaMar
7/29/2000,63232,CHA,BAL,2000,Ron Schueler,Syd Thrift
7/29/2000,63232,CHA,BAL,2000,Ron Schueler,Syd Thrift
7/29/2000,63232,CHA,BAL,2000,Ron Schueler,Syd Thrift
7/29/2000,63232,CHA,BAL,2000,Ron Schueler,Syd Thrift
7/29/2000,63232,BAL,CHA,2000,Syd Thrift,Ron Schueler
7/29/2000,63232,BAL,CHA,2000,Syd Thrift,Ron Schueler
7/29/2000,63233,BAL,SLN,2000,Syd Thrift,Walt Jocketty
7/29/2000,63233,BAL,SLN,2000,Syd Thrift,Walt Jocketty
7/29/2000,63233,SLN,BAL,2000,Walt Jocketty,Syd Thrift
7/29/2000,63233,SLN,BAL,2000,Walt Jocketty,Syd Thrift
7/29/2000,63234,ANA,PHI,2000,Bill Stoneman,Ed Wade
7/29/2000,63234,PHI,ANA,2000,Ed Wade,Bill Stoneman
7/29/2000,63235,PIT,SLN,2000,Cam Bonifay,Walt Jocketty
7/29/2000,63235,SLN,PIT,2000,Walt Jocketty,Cam Bonifay
7/30/2000,63236,SFN,HOU,2000,Brian Sabean,Gerry Hunsicker
7/30/2000,63236,HOU,SFN,2000,Gerry Hunsicker,Brian Sabean
7/31/2000,63223,TOR,PHI,2000,Gord Ash,Ed Wade
7/31/2000,63237,BAL,ATL,2000,Syd Thrift,John Schuerholz
7/31/2000,63237,BAL,ATL,2000,Syd Thrift,John Schuerholz
7/31/2000,63237,ATL,BAL,2000,John Schuerholz,Syd Thrift
7/31/2000,63237,ATL,BAL,2000,John Schuerholz,Syd Thrift
7/31/2000,63237,ATL,BAL,2000,John Schuerholz,Syd Thrift
7/31/2000,63238,BAL,SLN,2000,Syd Thrift,Walt Jocketty
7/31/2000,63238,BAL,SLN,2000,Syd Thrift,Walt Jocketty
7/31/2000,63238,SLN,BAL,2000,Walt Jocketty,Syd Thrift
7/31/2000,63239,KCA,SDN,2000,Allard Baird,Kevin Towers
7/31/2000,63239,SDN,KCA,2000,Kevin Towers,Allard Baird
7/31/2000,63240,OAK,MIN,2000,Billy Beane,Terry Ryan
7/31/2000,63240,MIN,OAK,2000,Terry Ryan,Billy Beane
7/31/2000,63241,SEA,SDN,2000,Pat Gillick,Kevin Towers
7/31/2000,63241,SEA,SDN,2000,Pat Gillick,Kevin Towers
7/31/2000,63241,SDN,SEA,2000,Kevin Towers,Pat Gillick
7/31/2000,63242,TBA,TOR,2000,Chuck LaMar,Gord Ash
7/31/2000,63242,TBA,TOR,2000,Chuck LaMar,Gord Ash
7/31/2000,63242,TOR,TBA,2000,Gord Ash,Chuck LaMar
7/31/2000,63243,MIA,CHN,2000,Dave Dombrowski,Ed Lynch
7/31/2000,63243,MIA,CHN,2000,Dave Dombrowski,Ed Lynch
7/31/2000,63243,CHN,MIA,2000,Ed Lynch,Dave Dombrowski
7/31/2000,63244,WAS,CHN,2000,Jim Beattie,Ed Lynch
7/31/2000,63244,CHN,WAS,2000,Ed Lynch,Jim Beattie
7/31/2000,63245,COL,LAN,2000,Dan O'Dowd,Kevin Malone
7/31/2000,63245,LAN,COL,2000,Kevin Malone,Dan O'Dowd
7/31/2000,63245,LAN,COL,2000,Kevin Malone,Dan O'Dowd
7/31/2000,63245,LAN,COL,2000,Kevin Malone,Dan O'Dowd
7/31/2000,63245,COL,LAN,2000,Dan O'Dowd,Kevin Malone
7/31/2000,63246,BAL,NYN,2000,Syd Thrift,Steve Phillips
7/31/2000,63246,NYN,BAL,2000,Steve Phillips,Syd Thrift
7/31/2000,63247,SDN,SLN,2000,Kevin Towers,Walt Jocketty
7/31/2000,63247,SDN,SLN,2000,Kevin Towers,Walt Jocketty
7/31/2000,63247,SLN,SDN,2000,Walt Jocketty,Kevin Towers
7/31/2000,63247,SLN,SDN,2000,Walt Jocketty,Kevin Towers
8/2/2000,63248,BOS,MIA,2000,Dan Duquette,Dave Dombrowski
8/4/2000,63249,TEX,TOR,2000,Doug Melvin,Gord Ash
8/4/2000,63250,PHI,SDN,2000,Ed Wade,Kevin Towers
8/5/2000,63251,PHI,TOR,2000,Ed Wade,Gord Ash
8/6/2000,63252,COL,CIN,2000,Dan O'Dowd,Jim Bowden
8/6/2000,63252,CIN,COL,2000,Jim Bowden,Dan O'Dowd
8/7/2000,63250,SDN,PHI,2000,Kevin Towers,Ed Wade
8/7/2000,63251,TOR,PHI,2000,Gord Ash,Ed Wade
8/7/2000,63253,NYA,PIT,2000,Brian Cashman,Cam Bonifay
8/7/2000,63253,PIT,NYA,2000,Cam Bonifay,Brian Cashman
8/8/2000,63210,PIT,SDN,2000,Cam Bonifay,Kevin Towers
8/8/2000,63249,TOR,TEX,2000,Gord Ash,Doug Melvin
8/8/2000,63254,WAS,SEA,2000,Jim Beattie,Pat Gillick
8/10/2000,63254,SEA,WAS,2000,Pat Gillick,Jim Beattie
8/11/2000,63255,NYA,KCA,2000,Brian Cashman,Allard Baird
8/11/2000,63255,KCA,NYA,2000,Allard Baird,Brian Cashman
8/12/2000,63256,PIT,WAS,2000,Cam Bonifay,Jim Beattie
8/12/2000,63256,WAS,PIT,2000,Jim Beattie,Cam Bonifay
8/30/2000,63226,CLE,MIL,2000,John Hart,Dean Taylor
8/30/2000,63257,NYN,OAK,2000,Steve Phillips,Billy Beane
8/30/2000,63257,OAK,NYN,2000,Billy Beane,Steve Phillips
8/31/2000,63258,BOS,MIN,2000,Dan Duquette,Terry Ryan
8/31/2000,63258,MIN,BOS,2000,Terry Ryan,Dan Duquette
8/31/2000,63259,BOS,CIN,2000,Dan Duquette,Jim Bowden
8/31/2000,63259,BOS,CIN,2000,Dan Duquette,Jim Bowden
8/31/2000,63259,CIN,BOS,2000,Jim Bowden,Dan Duquette
9/9/2000,63260,BOS,MIN,2000,Dan Duquette,Terry Ryan
9/9/2000,63260,MIN,BOS,2000,Terry Ryan,Dan Duquette
9/20/2000,63261,CHA,BOS,2000,Ron Schueler,Dan Duquette
9/28/2000,63254,SEA,WAS,2000,Pat Gillick,Jim Beattie
11/7/2000,63262,TOR,CHA,2000,Gord Ash,Ron Schueler
11/7/2000,63262,CHA,TOR,2000,Ron Schueler,Gord Ash
11/8/2000,63263,CIN,COL,2000,Jim Bowden,Dan O'Dowd
11/16/2000,63264,CLE,CIN,2000,John Hart,Jim Bowden
11/16/2000,63264,CLE,CIN,2000,John Hart,Jim Bowden
11/16/2000,63264,CIN,CLE,2000,Jim Bowden,John Hart
11/16/2000,63265,BOS,CIN,2000,Dan Duquette,Jim Bowden
11/16/2000,63265,BOS,CIN,2000,Dan Duquette,Jim Bowden
11/16/2000,63265,CIN,BOS,2000,Jim Bowden,Dan Duquette
11/17/2000,63266,TEX,OAK,2000,Doug Melvin,Billy Beane
11/17/2000,63266,TEX,OAK,2000,Doug Melvin,Billy Beane
11/17/2000,63266,OAK,TEX,2000,Billy Beane,Doug Melvin
11/18/2000,63267,SFN,CHN,2000,Brian Sabean,Ed Lynch
11/18/2000,63267,CHN,SFN,2000,Ed Lynch,Brian Sabean
11/20/2000,63268,OAK,CHN,2000,Billy Beane,Ed Lynch
11/20/2000,63268,CHN,OAK,2000,Ed Lynch,Billy Beane
11/22/2000,63269,TOR,CIN,2000,Gord Ash,Jim Bowden
11/22/2000,63269,TOR,CIN,2000,Gord Ash,Jim Bowden
11/22/2000,63269,CIN,TOR,2000,Jim Bowden,Gord Ash
11/27/2000,63270,MIA,CHA,2000,Dave Dombrowski,Ron Schueler
12/1/2000,63271,MIL,SDN,2000,Dean Taylor,Kevin Towers
12/1/2000,63271,SDN,MIL,2000,Kevin Towers,Dean Taylor
12/7/2000,63272,CHA,OAK,2000,Ron Schueler,Billy Beane
12/9/2000,63273,ANA,CIN,2000,Bill Stoneman,Jim Bowden
12/9/2000,63273,CIN,ANA,2000,Jim Bowden,Bill Stoneman
12/9/2000,63274,CHA,MIA,2000,Ron Schueler,Dave Dombrowski
12/9/2000,63274,MIA,CHA,2000,Dave Dombrowski,Ron Schueler
12/11/2000,63270,CHA,MIA,2000,Ron Schueler,Dave Dombrowski
12/11/2000,63275,TOR,BAL,2000,Gord Ash,Syd Thrift
12/11/2000,63275,BAL,TOR,2000,Syd Thrift,Gord Ash
12/11/2000,63276,DET,HOU,2000,Randy Smith,Gerry Hunsicker
12/11/2000,63276,DET,HOU,2000,Randy Smith,Gerry Hunsicker
12/11/2000,63276,DET,HOU,2000,Randy Smith,Gerry Hunsicker
12/11/2000,63276,HOU,DET,2000,Gerry Hunsicker,Randy Smith
12/11/2000,63276,HOU,DET,2000,Gerry Hunsicker,Randy Smith
12/11/2000,63276,HOU,DET,2000,Gerry Hunsicker,Randy Smith
12/11/2000,63277,NYN,SDN,2000,Steve Phillips,Kevin Towers
12/11/2000,63277,SDN,NYN,2000,Kevin Towers,Steve Phillips
12/13/2000,63272,OAK,CHA,2000,Billy Beane,Ron Schueler
12/14/2000,63278,CHA,TEX,2000,Ron Schueler,Doug Melvin
12/14/2000,63278,CHA,TEX,2000,Ron Schueler,Doug Melvin
12/14/2000,63278,TEX,CHA,2000,Doug Melvin,Ron Schueler
12/14/2000,63279,SLN,WAS,2000,Walt Jocketty,Jim Beattie
12/14/2000,63279,SLN,WAS,2000,Walt Jocketty,Jim Beattie
12/14/2000,63279,WAS,SLN,2000,Jim Beattie,Walt Jocketty
12/14/2000,63279,WAS,SLN,2000,Jim Beattie,Walt Jocketty
12/15/2000,63280,DET,TEX,2000,Randy Smith,Doug Melvin
12/15/2000,63280,DET,TEX,2000,Randy Smith,Doug Melvin
12/15/2000,63280,TEX,DET,2000,Doug Melvin,Randy Smith
12/18/2000,63281,BAL,ATL,2000,Syd Thrift,John Schuerholz
12/18/2000,63281,ATL,BAL,2000,John Schuerholz,Syd Thrift
12/20/2000,63263,COL,CIN,2000,Dan O'Dowd,Jim Bowden
12/20/2000,63263,COL,CIN,2000,Dan O'Dowd,Jim Bowden
12/20/2000,63271,MIL,SDN,2000,Dean Taylor,Kevin Towers
12/20/2000,63271,SDN,MIL,2000,Kevin Towers,Dean Taylor
12/22/2000,63282,BAL,WAS,2000,Syd Thrift,Jim Beattie
12/22/2000,63282,WAS,BAL,2000,Jim Beattie,Syd Thrift
1/3/2001,63283,NYA,COL,2001,Brian Cashman,Dan O'Dowd
1/3/2001,63283,NYA,COL,2001,Brian Cashman,Dan O'Dowd
1/3/2001,63283,COL,NYA,2001,Dan O'Dowd,Brian Cashman
1/8/2001,63284,TBA,KCA,2001,Chuck LaMar,Allard Baird
1/8/2001,63284,TBA,OAK,2001,Chuck LaMar,Billy Beane
1/8/2001,63284,OAK,TBA,2001,Billy Beane,Chuck LaMar
1/8/2001,63284,KCA,OAK,2001,Allard Baird,Billy Beane
1/8/2001,63284,KCA,OAK,2001,Allard Baird,Billy Beane
1/8/2001,63284,OAK,KCA,2001,Billy Beane,Allard Baird
1/8/2001,63284,OAK,KCA,2001,Billy Beane,Allard Baird
1/11/2001,63285,NYN,CLE,2001,Steve Phillips,John Hart
1/11/2001,63285,CLE,NYN,2001,John Hart,Steve Phillips
1/14/2001,63286,TOR,CHA,2001,Gord Ash,Ken Williams
1/14/2001,63286,TOR,CHA,2001,Gord Ash,Ken Williams
1/14/2001,63286,CHA,TOR,2001,Ken Williams,Gord Ash
1/14/2001,63286,CHA,TOR,2001,Ken Williams,Gord Ash
1/14/2001,63286,CHA,TOR,2001,Ken Williams,Gord Ash
1/14/2001,63286,CHA,TOR,2001,Ken Williams,Gord Ash
1/18/2001,63287,NYN,BOS,2001,Steve Phillips,Dan Duquette
1/18/2001,63287,BOS,NYN,2001,Dan Duquette,Steve Phillips
2/24/2001,63288,LAN,MIL,2001,Kevin Malone,Dean Taylor
2/24/2001,63288,MIL,LAN,2001,Dean Taylor,Kevin Malone
3/17/2001,63289,LAN,CHA,2001,Kevin Malone,Ken Williams
3/17/2001,63289,LAN,CHA,2001,Kevin Malone,Ken Williams
3/17/2001,63289,CHA,LAN,2001,Ken Williams,Kevin Malone
3/17/2001,63289,CHA,LAN,2001,Ken Williams,Kevin Malone
3/17/2001,63289,CHA,LAN,2001,Ken Williams,Kevin Malone
3/19/2001,63261,BOS,CHA,2001,Dan Duquette,Ken Williams
3/20/2001,63290,TOR,CHA,2001,Gord Ash,Ken Williams
3/20/2001,63290,CHA,TOR,2001,Ken Williams,Gord Ash
3/21/2001,63291,CIN,NYA,2001,Jim Bowden,Brian Cashman
3/21/2001,63291,CIN,NYA,2001,Jim Bowden,Brian Cashman
3/21/2001,63291,NYA,CIN,2001,Brian Cashman,Jim Bowden
3/24/2001,63292,SDN,NYA,2001,Kevin Towers,Brian Cashman
3/24/2001,63292,NYA,SDN,2001,Brian Cashman,Kevin Towers
3/25/2001,63293,ANA,CHN,2001,Bill Stoneman,Andy MacPhail (acting)
3/25/2001,63293,CHN,ANA,2001,Andy MacPhail (acting),Bill Stoneman
3/25/2001,63293,ANA,CHN,2001,Bill Stoneman,Andy MacPhail (acting)
3/26/2001,63294,COL,NYN,2001,Dan O'Dowd,Steve Phillips
3/26/2001,63294,NYN,COL,2001,Steve Phillips,Dan O'Dowd
3/28/2001,63295,ANA,NYA,2001,Bill Stoneman,Brian Cashman
3/28/2001,63295,NYA,ANA,2001,Brian Cashman,Bill Stoneman
3/28/2001,63296,OAK,CHN,2001,Billy Beane,Andy MacPhail (acting)
3/28/2001,63296,CHN,OAK,2001,Andy MacPhail (acting),Billy Beane
3/28/2001,63297,MIN,ARI,2001,Terry Ryan,Joe Garagiola Jr
3/28/2001,63297,ARI,MIN,2001,Joe Garagiola Jr,Terry Ryan
3/28/2001,63298,MIA,SDN,2001,Dave Dombrowski,Kevin Towers
3/28/2001,63298,MIA,SDN,2001,Dave Dombrowski,Kevin Towers
3/28/2001,63298,SDN,MIA,2001,Kevin Towers,Dave Dombrowski
3/28/2001,63298,SDN,MIA,2001,Kevin Towers,Dave Dombrowski
3/28/2001,63298,SDN,MIA,2001,Kevin Towers,Dave Dombrowski
3/30/2001,63248,MIA,BOS,2001,Dave Dombrowski,Dan Duquette
3/30/2001,63299,NYA,COL,2001,Brian Cashman,Dan O'Dowd
3/30/2001,63300,CHN,MIA,2001,Andy MacPhail (acting),Dave Dombrowski
3/30/2001,63300,MIA,CHN,2001,Dave Dombrowski,Andy MacPhail (acting)
3/30/2001,63301,KCA,NYN,2001,Allard Baird,Steve Phillips
3/30/2001,63301,NYN,KCA,2001,Steve Phillips,Allard Baird
3/31/2001,63302,MIL,PHI,2001,Dean Taylor,Ed Wade
4/4/2001,63303,MIL,COL,2001,Dean Taylor,Dan O'Dowd
4/4/2001,63303,MIL,COL,2001,Dean Taylor,Dan O'Dowd
4/4/2001,63303,MIL,COL,2001,Dean Taylor,Dan O'Dowd
4/4/2001,63303,COL,MIL,2001,Dan O'Dowd,Dean Taylor
4/4/2001,63303,COL,MIL,2001,Dan O'Dowd,Dean Taylor
4/4/2001,63303,COL,MIL,2001,Dan O'Dowd,Dean Taylor
4/20/2001,63299,COL,NYA,2001,Dan O'Dowd,Brian Cashman
4/23/2001,63304,COL,ARI,2001,Dan O'Dowd,Joe Garagiola Jr
4/23/2001,63304,ARI,COL,2001,Joe Garagiola Jr,Dan O'Dowd
